Title,Average Rating,Director,Metascore
Teenage Mutant Ninja Turtles: Mutant Mayhem,7.2,"Jeff Rowe, Kyler Spears",74.0
Cold Mountain,7.2,Anthony Minghella,73.0
Fracture,7.2,Gregory Hoblit,68.0
Unbroken,7.2,Angelina Jolie,59.0
The Princess and the Frog,7.2,"Ron Clements, John Musker",73.0
Caddyshack,7.2,Harold Ramis,48.0
A Bug's Life,7.2,"John Lasseter, Andrew Stanton",78.0
The Crying Game,7.2,Neil Jordan,90.0
Friday,7.2,F. Gary Gray,54.0
Top Secret!,7.2,"Jim Abrahams, David Zucker, Jerry Zucker",68.0
Murder on the Orient Express,7.2,Sidney Lumet,62.0
Five Feet Apart,7.2,Justin Baldoni,53.0
Silverado,7.2,Lawrence Kasdan,64.0
Ant-Man,7.2,Peyton Reed,64.0
Moonstruck,7.2,Norman Jewison,83.0
Treasure Planet,7.2,"Ron Clements, John Musker",60.0
A.R.M,7.2,Jithin Lal,
The Book of Life,7.2,Jorge R. Gutiérrez,67.0
Rise of the Guardians,7.2,Peter Ramsey,58.0
Big Trouble in Little China,7.2,John Carpenter,53.0
Videodrome,7.2,David Cronenberg,58.0
Lawless,7.2,John Hillcoat,58.0
The Age of Innocence,7.2,Martin Scorsese,90.0
Enter the Void,7.2,Gaspar Noé,69.0
Hostiles,7.2,Scott Cooper,65.0
Silence,7.2,Martin Scorsese,79.0
The Founder,7.2,John Lee Hancock,66.0
We Were Soldiers,7.2,Randall Wallace,65.0
The Rainmaker,7.2,Francis Ford Coppola,72.0
Fences,7.2,Denzel Washington,79.0
Monsters University,7.2,Dan Scanlon,65.0
Chocolat,7.2,Lasse Hallström,64.0
D.O.A.,7.2,Rudolph Maté,
Mean Streets,7.2,Martin Scorsese,96.0
Go,7.2,Doug Liman,74.0
Wild at Heart,7.2,David Lynch,52.0
"Good Luck to You, Leo Grande",7.2,Sophie Hyde,78.0
The Butler,7.2,Lee Daniels,65.0
The SpongeBob SquarePants Movie,7.2,"Stephen Hillenburg, Mark Osborne",67.0
A Beautiful Day in the Neighborhood,7.2,Marielle Heller,80.0
Slap Shot,7.2,George Roy Hill,61.0
The Fountain,7.2,Darren Aronofsky,51.0
Easy Rider,7.2,Dennis Hopper,85.0
Angel Heart,7.2,Alan Parker,61.0
Ronin,7.2,John Frankenheimer,67.0
Papillon,7.2,Michael Noer,51.0
The Post,7.2,Steven Spielberg,83.0
Belfast,7.2,Kenneth Branagh,75.0
Frailty,7.2,Bill Paxton,64.0
The Doors,7.2,Oliver Stone,62.0
A Dog's Purpose,7.2,Lasse Hallström,43.0
The Courier,7.2,Dominic Cooke,65.0
Team America: World Police,7.2,Trey Parker,64.0
RocknRolla,7.2,Guy Ritchie,53.0
Finding Dory,7.2,"Andrew Stanton, Angus MacLane",77.0
A Room with a View,7.2,James Ivory,83.0
Strange Days,7.2,Kathryn Bigelow,66.0
Bitter Moon,7.2,Roman Polanski,62.0
Somewhere in Time,7.2,Jeannot Szwarc,29.0
An American Crime,7.2,Tommy O'Haver,
Quills,7.2,Philip Kaufman,70.0
Origin,7.2,Ava DuVernay,75.0
Only Lovers Left Alive,7.2,Jim Jarmusch,79.0
The Full Monty,7.2,Peter Cattaneo,75.0
War Horse,7.2,Steven Spielberg,72.0
Steve Jobs,7.2,Danny Boyle,82.0
Swingers,7.2,Doug Liman,71.0
Star Trek VI: The Undiscovered Country,7.2,Nicholas Meyer,65.0
Woman on the Run,7.2,Norman Foster,
Belfast,7.2,Yann Demange,83.0
The Life Aquatic with Steve Zissou,7.2,Wes Anderson,62.0
Transformers,7.2,Nelson Shin,43.0
The Fox and the Hound,7.2,"Ted Berman, Richard Rich, Art Stevens",65.0
Living,7.2,Oliver Hermanus,81.0
Born on the Fourth of July,7.2,Oliver Stone,75.0
August: Osage County,7.2,John Wells,58.0
"Sex, Lies, and Videotape",7.2,Steven Soderbergh,86.0
The Parent Trap,7.2,David Swift,73.0
La mariée était en noir,7.2,François Truffaut,
Hitcher,7.2,Robert Harmon,32.0
Drugstore Cowboy,7.2,Gus Van Sant,82.0
Phantom Lady,7.2,Robert Siodmak,
Election,7.2,Alexander Payne,83.0
State of Grace,7.2,Phil Joanou,60.0
Sleeping Beauty,7.2,"Les Clark, Clyde Geronimi, Eric Larson",85.0
Major League,7.2,David S. Ward,62.0
Crazy Heart,7.2,Scott Cooper,83.0
The Ghost Writer,7.2,Roman Polanski,77.0
Speak,7.2,Jessica Sharzer,
The Best Exotic Marigold Hotel,7.2,John Madden,62.0
Re-Animator,7.2,Stuart Gordon,73.0
The Darjeeling Limited,7.2,Wes Anderson,67.0
A River Runs Through It,7.2,Robert Redford,68.0
Force Majeure,7.2,Ruben Östlund,87.0
Magnum Force,7.2,Ted Post,58.0
Dead Ringers,7.2,David Cronenberg,86.0
Ruby Sparks,7.2,"Jonathan Dayton, Valerie Faris",67.0
Chasing Amy,7.2,Kevin Smith,71.0
An Education,7.2,Lone Scherfig,85.0
The Light Between Oceans,7.2,Derek Cianfrance,60.0
"Merry Christmas, Mr. Lawrence",7.2,Nagisa Ôshima,53.0
The Hudsucker Proxy,7.2,"Joel Coen, Ethan Coen",53.0
Ringu,7.2,Hideo Nakata,
Stuck in Love.,7.2,Josh Boone,49.0
The Dead Zone,7.2,David Cronenberg,69.0
The Italian Job,7.2,Peter Collinson,70.0
Them!,7.2,Gordon Douglas,74.0
Men of Honor,7.2,George Tillman Jr.,56.0
Spirit: Stallion of the Cimarron,7.2,"Kelly Asbury, Lorna Cook",52.0
About Schmidt,7.2,Alexander Payne,85.0
The Wife,7.2,Björn Runge,77.0
Pay It Forward,7.2,Mimi Leder,40.0
Christopher Robin,7.2,Marc Forster,60.0
Eve's Bayou,7.2,Kasi Lemmons,78.0
Mirage,7.2,Edward Dmytryk,
Compartment No 6,7.2,Juho Kuosmanen,80.0
Animal Kingdom,7.2,David Michôd,83.0
Breakfast on Pluto,7.2,Neil Jordan,59.0
The Report,7.2,Scott Z. Burns,66.0
Love & Basketball,7.2,Gina Prince-Bythewood,72.0
Coffin for a Gunfighter,7.2,Sergio Corbucci,75.0
Naanum Rowdydhaan,7.2,Vignesh Shivan,
Vanishing Point,7.2,Richard C. Sarafian,61.0
"20,000 Leagues Under the Sea",7.2,Richard Fleischer,83.0
Muriel's Wedding,7.2,P.J. Hogan,63.0
Testament of Youth,7.2,James Kent,76.0
Angst,7.2,Gerald Kargl,
The Professor and the Madman,7.2,Farhad Safinia,27.0
In the Line of Fire,7.2,Wolfgang Petersen,74.0
Anthropoid,7.2,Sean Ellis,59.0
Bad Boys,7.2,Rick Rosenthal,53.0
Bees' Secret Life,7.2,Gina Prince-Bythewood,57.0
St. Vincent,7.2,Theodore Melfi,64.0
The War Zone,7.2,Tim Roth,68.0
"Paris, je t'aime",7.2,"Olivier Assayas, Frédéric Auburtin, Gurinder Chadha",66.0
Runaway Train,7.2,Andrey Konchalovskiy,67.0
Mongol,7.2,Sergei Bodrov,74.0
The Misfits,7.2,John Huston,77.0
A Mighty Wind,7.2,Christopher Guest,81.0
The Man Who Knew Infinity,7.2,Matt Brown,56.0
Meng Long Guo Jiang,7.2,Bruce Lee,58.0
Candy,7.2,Neil Armfield,57.0
Dracula,7.2,Terence Fisher,67.0
Sin-gwa Ham-kke: Jwi-wa Beol,7.2,Kim Yong-hwa,
Mejjorpelicul Mi FavoritA,7.2,"Joy Batchelor, John Halas",
Wish Dragon,7.2,Chris Appelhans,59.0
Cactus Flower,7.2,Gene Saks,67.0
The Great Race,7.2,Blake Edwards,71.0
Viva Zapata!,7.2,Elia Kazan,
Fahrenheit 451,7.2,François Truffaut,
The Mole,7.2,Alejandro Jodorowsky,65.0
Rescued by Ruby,7.2,Katt Shea,
Bhakshak,7.2,Pulkit,
Dope,7.2,Rick Famuyiwa,72.0
The Outlaws,7.2,Yunsung Kang,
Nightwatch,7.2,Ole Bornedal,
Till,7.2,Chinonye Chukwu,77.0
Black Box,7.2,Yann Gozlan,
The Young Victoria,7.2,Jean-Marc Vallée,64.0
A Soldier's Story,7.2,Norman Jewison,66.0
Arlington Road,7.2,Mark Pellington,65.0
Dumbo,7.2,"Samuel Armstrong, Norman Ferguson, Wilfred Jackson",96.0
Shallow Grave,7.2,Danny Boyle,69.0
Anomalisa,7.2,"Duke Johnson, Charlie Kaufman",88.0
Mientras Duermes,7.2,Jaume Balagueró,70.0
Columbus,7.2,Kogonada,89.0
Summer of '42,7.2,Robert Mulligan,59.0
Strictly Ballroom,7.2,Baz Luhrmann,72.0
Toivon tuolla puolen,7.2,Aki Kaurismäki,84.0
Quadrophenia,7.2,Franc Roddam,79.0
The Siege of Jadotville,7.2,Richie Smyth,
Defending Your Life,7.2,Albert Brooks,63.0
The Last of Sheila,7.2,Herbert Ross,
Pump Up the Volume,7.2,Allan Moyle,77.0
Pat Garrett and Billy the Kid,7.2,Sam Peckinpah,53.0
Brian Banks,7.2,Tom Shadyac,58.0
Honey Boy,7.2,Alma Har'el,73.0
Kamikaze Pizza,7.2,Goran Dukic,62.0
Los Abrazos Rotos,7.2,Pedro Almodóvar,76.0
The Beguiled,7.2,Don Siegel,66.0
Leo,7.2,Lokesh Kanagaraj,
The Andromeda Strain,7.2,Robert Wise,60.0
The Physician,7.2,Philipp Stölzl,
Fist of Fury,7.2,Wei Lo,68.0
The Sessions,7.2,Ben Lewin,79.0
The Tale,7.2,Jennifer Fox,90.0
Conviction,7.2,Tony Goldwyn,61.0
Wonder Boys,7.2,Curtis Hanson,74.0
She Wore a Yellow Ribbon,7.2,John Ford,87.0
The Mighty,7.2,Peter Chelsom,
Avanti!,7.2,Billy Wilder,
Cid,7.2,Anthony Mann,79.0
Arizona Dream,7.2,Emir Kusturica,62.0
The Witcher: Nightmare of the Wolf,7.2,Kwang Il Han,67.0
Harry Brown,7.2,Daniel Barber,55.0
Secretariat,7.2,Randall Wallace,61.0
Eight Men Out,7.2,John Sayles,71.0
Glory Road,7.2,James Gartner,58.0
Old Yeller,7.2,Robert Stevenson,84.0
Sedmikrásky,7.2,Vera Chytilová,
Beginners,7.2,Mike Mills,81.0
Little Women,7.2,Mervyn LeRoy,61.0
The Bridge,7.2,Eric Steel,58.0
The Brave Little Toaster,7.2,Jerry Rees,
Smoke Signals,7.2,Chris Eyre,76.0
Certified Copy,7.2,Abbas Kiarostami,82.0
The Wolf Man,7.2,George Waggner,72.0
The End of the Tour,7.2,James Ponsoldt,82.0
Dolemite Is My Name,7.2,Craig Brewer,76.0
The Man from Snowy River,7.2,George Miller,63.0
The Ipcress File,7.2,Sidney J. Furie,66.0
Super Size Me,7.2,Morgan Spurlock,73.0
Rye Lane,7.2,Raine Allen-Miller,82.0
Polytechnique,7.2,Denis Villeneuve,63.0
J'accuse,7.2,Roman Polanski,56.0
Nuovo Olimpo,7.2,Ferzan Özpetek,
First They Killed My Father,7.2,Angelina Jolie,72.0
Julius Caesar,7.2,Joseph L. Mankiewicz,
Far from the Madding Crowd,7.2,John Schlesinger,55.0
Maharshi,7.2,Vamshi Paidipally,
Scarecrow,7.2,Jerry Schatzberg,72.0
Desk Set,7.2,Walter Lang,
Yamawatta,7.2,Andrew Levitas,55.0
"Batman: The Long Halloween, Part One",7.2,Chris Palmer,
Manderlay,7.2,Lars von Trier,46.0
Frances,7.2,Graeme Clifford,48.0
Mutiny on the Bounty,7.2,"Lewis Milestone, Carol Reed, George Seaton",48.0
In the Valley of Elah,7.2,Paul Haggis,65.0
Avalon,7.2,Barry Levinson,68.0
My All-American,7.2,Angelo Pizzo,34.0
Two-lane Blacktop,7.2,Monte Hellman,89.0
Toofan,7.2,Raihan Rafi,
The Madness of King George,7.2,Nicholas Hytner,89.0
Death and the Maiden,7.2,Roman Polanski,72.0
Operation Petticoat,7.2,Blake Edwards,
Dogman,7.2,Matteo Garrone,71.0
Sutorîto faitâ II gekijô-ban,7.2,Gisaburô Sugii,
Peaceful Warrior,7.2,Victor Salva,40.0
On Dangerous Ground,7.2,"Nicholas Ray, Ida Lupino",78.0
Broken,7.2,Rufus Norris,53.0
Fahrenheit 11/9,7.2,Michael Moore,69.0
L'été meurtrier,7.2,Jean Becker,
Insomnia,7.2,Erik Skjoldbjærg,
Calamity Jane,7.2,David Butler,74.0
Words on Bathroom Walls,7.2,Thor Freudenthal,61.0
Hahah Price,7.2,John Frankenheimer,72.0
Joheunnom Nabbeunnom Isanghannom,7.2,Kim Jee-woon,69.0
The Bells of St. Mary's,7.2,Leo McCarey,
Viy,7.2,"Konstantin Ershov, Georgiy Kropachyov, Aleksandr Ptushko",
Street Fighter,7.2,Walter Hill,69.0
Cat People,7.2,Jacques Tourneur,85.0
Marshland,7.2,Alberto Rodríguez,
Reversal of Fortune,7.2,Barbet Schroeder,93.0
Truly Madly Deeply,7.2,Anthony Minghella,72.0
Babyteeth,7.2,Shannon Murphy,77.0
De battre mon coeur s'est arrêté,7.2,Jacques Audiard,75.0
Beasts of the Southern Wild,7.2,Benh Zeitlin,86.0
They Were Expendable,7.2,"John Ford, Robert Montgomery",86.0
Kvinden I Buret,7.2,Mikkel Nørgaard,62.0
The Cincinnati Kid,7.2,"Norman Jewison, Sam Peckinpah",67.0
Stan & Ollie,7.2,Jon S. Baird,75.0
Of Gods and Men,7.2,Xavier Beauvois,86.0
Salinjaui Gieokbeob,7.2,Won Shin-yeon,
Soul Kitchen,7.2,Fatih Akin,76.0
The Man in the White Suit,7.2,Alexander Mackendrick,
The Science of Sleep,7.2,Michel Gondry,70.0
An Unmarried Woman,7.2,Paul Mazursky,79.0
"Same Time, Next Year",7.2,Robert Mulligan,
L'histoire d'Adèle H.,7.2,François Truffaut,
Girl,7.2,Lukas Dhont,73.0
American Murder: The Family Next Door,7.2,Jenny Popplewell,67.0
Dheepan,7.2,Jacques Audiard,76.0
They Drive by Night,7.2,Raoul Walsh,
Private Life,7.2,Tamara Jenkins,83.0
Chipamank Saahasik,7.2,Janice Karman,
Deep End,7.2,Jerzy Skolimowski,
Bedevilled,7.2,Cheol-soo Jang,
Children of a Lesser God,7.2,Randa Haines,80.0
Dirty Pretty Things,7.2,Stephen Frears,78.0
Me and You and Everyone We Know,7.2,Miranda July,76.0
Mrs Brown,7.2,John Madden,71.0
Giant Little Ones,7.2,Keith Behrman,67.0
A Fortunate Man,7.2,Bille August,
Birdy,7.2,Alan Parker,71.0
Shirley Valentine,7.2,Lewis Gilbert,52.0
Emperor of the North Pole,7.2,Robert Aldrich,
Metropolis,7.2,Rintarô,75.0
La Cage Aux Folles,7.2,Édouard Molinaro,61.0
Sweet and Lowdown,7.2,Woody Allen,70.0
Wild Hearts Can't Be Broken,7.2,Steve Miner,
Chor Nikal Ke Bhaga,7.2,Ajay Singh,
A Match Made in Heaven,7.2,Aditya Chopra,
The Ghost and Mr. Chicken,7.2,Alan Rafkin,
The Uninvited,7.2,Lewis Allen,
BRASSED Off,7.2,Mark Herman,60.0
Barbara,7.2,Christian Petzold,86.0
R.M.N.,7.2,Cristian Mungiu,81.0
True Stories,7.2,David Byrne,67.0
Fei ying gai wak,7.2,Jackie Chan,
Hawaii,7.2,Marco Berger,
Mauvais sang,7.2,Leos Carax,74.0
Russkiy kovcheg,7.2,Aleksandr Sokurov,87.0
The Buddy Holly Story,7.2,Steve Rash,78.0
De grønne slagtere,7.2,Anders Thomas Jensen,54.0
The Ballad of Cable Hogue,7.2,Sam Peckinpah,
Joshû 701-gô: Sasori,7.2,Shun'ya Itô,
House of Games,7.2,David Mamet,78.0
I Confess,7.2,Alfred Hitchcock,68.0
The Draughtsman's Contract,7.2,Peter Greenaway,
A Fantastic Woman,7.2,Sebastián Lelio,81.0
Apollo 10 1/2: A Space Age Childhood,7.2,Richard Linklater,79.0
Peyton Place,7.2,Mark Robson,63.0
Gentleman's Agreement,7.2,Elia Kazan,
Michael Jackson's This Is It,7.2,Kenny Ortega,67.0
Nicholas and Alexandra,7.2,Franklin J. Schaffner,57.0
Thirty Seconds Over Tokyo,7.2,Mervyn LeRoy,
The Paper Chase,7.2,James Bridges,65.0
Trick,7.2,Jim Fall,
The Spanish Prisoner,7.2,David Mamet,71.0
The Country Girl,7.2,George Seaton,
The Yakuza,7.2,Sydney Pollack,
The Dead,7.2,John Huston,
Dveselu putenis,7.2,Dzintars Dreibergs,63.0
Il divo,7.2,Paolo Sorrentino,81.0
The Apostle,7.2,Robert Duvall,83.0
Le Havre,7.2,Aki Kaurismäki,82.0
Rurôni Kenshin: Sai shûshô - the Final,7.2,Keishi Otomo,
Wong Fei-Hung,7.2,Hark Tsui,
Fat City,7.2,John Huston,89.0
Utøya 22. juli,7.2,Erik Poppe,71.0
Le grand blond avec une chaussure noire,7.2,Yves Robert,
Butterflies Are Free,7.2,Milton Katselas,
Sink the Bismarck!,7.2,Lewis Gilbert,
Vadh,7.2,"Jaspal Singh Sandhu, Rajeev Barnwal",
The Fourth Man,7.2,Paul Verhoeven,
The Go-Between,7.2,Joseph Losey,
Red Dust,7.2,Victor Fleming,66.0
Sällskapsresan eller Finns det svenskt kaffe på grisfesten,7.2,Lasse Åberg,
Flammen & Citronen,7.2,Ole Christian Madsen,74.0
The Night of the Generals,7.2,Anatole Litvak,
Qala,7.2,Anvita Dutt,
The Tiger,7.2,Park Hoon-jung,
Little Women,7.2,George Cukor,92.0
Love with the Proper Stranger,7.2,Robert Mulligan,
The Ruling Class,7.2,Peter Medak,
Stardust Memories,7.2,Woody Allen,
The Fortune Cookie,7.2,Billy Wilder,63.0
Rosewood,7.2,John Singleton,70.0
The General,7.2,John Boorman,81.0
Sour Grapes,7.2,"Reuben Atlas, Jerry Rothwell",
Fyre,7.2,Chris Smith,75.0
Spare Parts,7.2,Sean McNamara,50.0
Talk Radio,7.2,Oliver Stone,66.0
American Pop,7.2,Ralph Bakshi,57.0
"Batman: The Long Halloween, Part Two",7.2,Chris Palmer,
Talaash,7.2,"Reema Kagti, Priyamvada Narayanan",65.0
... continuavano a chiamarlo Trinità,7.2,Enzo Barboni,
The Naked Kiss,7.2,Samuel Fuller,83.0
Educating Rita,7.2,Lewis Gilbert,54.0
Facing Window,7.2,Ferzan Özpetek,55.0
Heidi,7.2,Allan Dwan,
Our Man in Havana,7.2,Carol Reed,
The Inventor: Out for Blood in Silicon Valley,7.2,Alex Gibney,66.0
Quand on a 17 ans,7.2,André Téchiné,83.0
"In weiter Ferne, so nah!",7.2,Wim Wenders,61.0
How to Succeed in Business Without Really Trying,7.2,David Swift,
Little Caesar,7.2,Mervyn LeRoy,
Stromboli (Terra di Dio),7.2,Roberto Rossellini,
Death Note - Desu nôto: The Last Name,7.2,Shûsuke Kaneko,
Some Came Running,7.2,Vincente Minnelli,68.0
Pamela: A Love Story,7.2,Ryan White,66.0
"Ieri, oggi, domani",7.2,Vittorio De Sica,
Loin des hommes,7.2,David Oelhoffen,74.0
A Better Life,7.2,Chris Weitz,64.0
Mr. Blandings Builds His Dream House,7.2,H.C. Potter,
Beanpole,7.2,Kantemir Balagov,85.0
Kkeut-kka-ji-gan-da,7.2,Kim Seong-hun,76.0
Whores' Glory,7.2,Michael Glawogger,73.0
La Odisea De Los Giles,7.2,Sebastián Borensztein,
La femme d'à côté,7.2,François Truffaut,
The Unbelievable Truth,7.2,Hal Hartley,67.0
Driveways,7.2,Andrew Ahn,83.0
Born Free,7.2,"James Hill, Tom McGowan",
Gunga Din,7.2,George Stevens,
The Agony and the Ecstasy,7.2,Carol Reed,
Lantana,7.2,Ray Lawrence,84.0
Shadows,7.2,John Cassavetes,86.0
Minnie and Moskowitz,7.2,John Cassavetes,67.0
Veloce Come Il Vento,7.2,Matteo Rovere,
L'âge d'or,7.2,Luis Buñuel,
By the Grace of God,7.2,François Ozon,75.0
The Dish,7.2,Rob Sitch,74.0
"The Prize Winner of Defiance, Ohio",7.2,Jane Anderson,58.0
Modigliani,7.2,Mick Davis,25.0
Topper,7.2,Norman Z. McLeod,
Tere Naam,7.2,Satish Kaushik,
Tape,7.2,Richard Linklater,71.0
"Fratello Sole, Sorella Luna",7.2,Franco Zeffirelli,
Champions,7.2,Javier Fesser,
Branded to Kill,7.2,Seijun Suzuki,
The Day the Earth Caught Fire,7.2,Val Guest,
Edipo Re,7.2,Pier Paolo Pasolini,
Hanyo,7.2,Kim Ki-young,
The Express,7.2,Gary Fleder,58.0
L'aile ou la cuisse,7.2,Claude Zidi,
Tsotsi,7.2,Gavin Hood,70.0
Wild Bill,7.2,Dexter Fletcher,
In Which We Serve,7.2,"Noël Coward, David Lean",
Loose Cannons,7.2,Ferzan Özpetek,
Céline et Julie vont en bateau: Phantom Ladies Over Paris,7.2,Jacques Rivette,100.0
The Lovers,7.2,Louis Malle,
The Black Balloon,7.2,Elissa Down,68.0
Dead End,7.2,William Wyler,
The League of Gentlemen,7.2,Basil Dearden,
Dinner Rush,7.2,Bob Giraldi,79.0
Pariah,7.2,Dee Rees,79.0
Raw Deal,7.2,Anthony Mann,
"Vamos a matar, compañeros",7.2,Sergio Corbucci,
They Died with Their Boots On,7.2,Raoul Walsh,75.0
Jigureul jikyeora!,7.2,Jang Joon-hwan,70.0
A Werewolf Boy,7.2,Sung-hee Jo,
Another Woman,7.2,Woody Allen,
Conte d'hiver,7.2,Éric Rohmer,
Take the Money and Run,7.2,Woody Allen,67.0
Virupaksha,7.2,Karthik Varma Dandu,
Kurz und schmerzlos,7.2,Fatih Akin,
Mannen på taket,7.2,Bo Widerberg,
The Three Faces of Eve,7.2,Nunnally Johnson,58.0
It's All Gone Pete Tong,7.2,Michael Dowse,56.0
Raat Akeli Hai,7.2,"Sunny Mandavarra, Honey Trehan",
"Black God, White Devil",7.2,Glauber Rocha,74.0
Night Train to Munich,7.2,Carol Reed,
Without Limits,7.2,Robert Towne,71.0
Amen.,7.2,Costa-Gavras,57.0
Mom,7.2,Ravi Udyawar,
April and the Extraordinary World,7.2,"Christian Desmares, Franck Ekinci",85.0
Paddleton,7.2,Alex Lehmann,70.0
Bend of the River,7.2,Anthony Mann,
Savior,7.2,Predrag Antonijevic,
Proof,7.2,Jocelyn Moorhouse,
Table No.21,7.2,Aditya Datt,
The Bachelor and the Bobby-Soxer,7.2,Irving Reis,59.0
El club,7.2,Pablo Larraín,73.0
Shin seiki Evangelion Gekijô-ban: Shito shinsei,7.2,"Hideaki Anno, Ken Andô, Naoyasu Habu",
Bound for Glory,7.2,Hal Ashby,70.0
Angel Face,7.2,Otto Preminger,
The Scapegoat,7.2,Charles Sturridge,
Le sang d'un poète,7.2,Jean Cocteau,67.0
Salute 7,7.2,Klim Shipenko,
Born to Kill,7.2,Robert Wise,
Romanzo criminale,7.2,Michele Placido,
Amsal,7.2,Dong-hoon Choi,64.0
Angrezi Medium,7.2,Homi Adajania,
The Hunchback of Notre Dame,7.2,Wallace Worsley,
Tai gik Cheung Sam Fung,7.2,Woo-Ping Yuen,
Astérix et Cléopâtre,7.2,"René Goscinny, Albert Uderzo",
Hell in the Pacific,7.2,John Boorman,
The Inn of the Sixth Happiness,7.2,Mark Robson,
The Adventures of Sherlock Holmes,7.2,Alfred L. Werker,
'A' gai wak,7.2,"Jackie Chan, Sammo Kam-Bo Hung",
You Only Live Once,7.2,Fritz Lang,
Il giardino dei Finzi Contini,7.2,Vittorio De Sica,
Laal Kaptaan,7.2,Navdeep Singh,
That Hamilton Woman,7.2,Alexander Korda,
Billy Liar,7.2,John Schlesinger,82.0
Cidade dos Homens,7.2,Paulo Morelli,63.0
Lola Montès,7.2,Max Ophüls,
Ved,7.2,Riteish Deshmukh,
Bella Martha,7.2,Sandra Nettelbeck,72.0
Nelly & Monsieur Arnaud,7.2,Claude Sautet,
Jolly LLB 2,7.2,Subhash Kapoor,
Il Capitale Umano,7.2,Paolo Virzì,63.0
The Scarlet Claw,7.2,Roy William Neill,
Den brysomme mannen,7.2,Jens Lien,
Caro diario,7.2,Nanni Moretti,68.0
Mulk,7.2,Anubhav Sinha,
Les deux Anglaises et le continent,7.2,François Truffaut,
God of Gamblers,7.2,Jing Wong,
The Yearling,7.2,Clarence Brown,89.0
"Der Golem, wie er in die Welt kam",7.2,"Paul Wegener, Carl Boese",
Force of Evil,7.2,Abraham Polonsky,89.0
Saajan,7.2,Lawrence D'Souza,
¿Quién puede matar a un niño?,7.2,Narciso Ibáñez Serrador,
Johnny Stecchino,7.2,Roberto Benigni,
De zaak Alzheimer,7.2,Erik Van Looy,73.0
Batla House,7.2,Nikkhil Advani,
Mad Love,7.2,Karl Freund,
What the Health,7.2,"Kip Andersen, Keegan Kuhn",
I Wake Up Screaming,7.2,H. Bruce Humberstone,
Rhapsody in August,7.2,Akira Kurosawa,
Ghulam,7.2,Vikram Bhatt,
Rogue Male,7.2,Fritz Lang,
Shanghai,7.2,Dibakar Banerjee,
Murder at the Gallop,7.2,George Pollock,
D-Day,7.2,Nikkhil Advani,
Shadow of the Thin Man,7.2,W.S. Van Dyke,63.0
Theeb,7.2,Naji Abu Nowar,80.0
The Spacewalker,7.2,Dmitriy Kiselev,
Ittefaq,7.2,Abhay Chopra,
Aimée & Jaguar,7.2,Max Färberböck,72.0
23 - Nichts ist so wie es scheint,7.2,Hans-Christian Schmid,
Gimme Danger,7.2,Jim Jarmusch,72.0
Mou gaan dou II,7.2,"Wai Keung Lau, Alan Mak",
Limbo,7.2,Ben Sharrock,83.0
I Hired a Contract Killer,7.2,Aki Kaurismäki,
Sugar,7.2,"Anna Boden, Ryan Fleck",82.0
Muhammad: The Messenger of God,7.2,Majid Majidi,
71 Fragmente einer Chronologie des Zufalls,7.2,Michael Haneke,71.0
Broken Blossoms or The Yellow Man and the Girl,7.2,D.W. Griffith,
Good Vibrations,7.2,"Lisa Barros D'Sa, Glenn Leyburn",
Boudu Saved from Drowning,7.2,Jean Renoir,
Berlin Calling,7.2,Hannes Stöhr,
Chandramukhi,7.2,P. Vasu,
Ying hung boon sik II,7.2,John Woo,
Killer of Sheep,7.2,Charles Burnett,96.0
Team Foxcatcher,7.2,Jon Greenhalgh,
The Vaccine War,7.2,Vivek Agnihotri,
Ponniyin Selvan: Part II,7.2,"Mani Ratnam, Sruti Harihara Subramanian",
IB 71,7.2,"Sankalp Reddy, Lee Whittaker",
Starbuck,7.2,Ken Scott,49.0
Mission Raniganj: The Great Bharat Rescue,7.2,Tinu Suresh Desai,
A Zed & Two Noughts,7.2,Peter Greenaway,
Toilet - Ek Prem Katha,7.2,Shree Narayan Singh,
Sik san,7.2,"Stephen Chow, Lik-Chi Lee",
Pyaar Ka Punchnama 2,7.2,Luv Ranjan,
Before I Disappear,7.2,Shawn Christensen,47.0
Boys Town,7.2,Norman Taurog,
Fong juk,7.2,Johnnie To,73.0
Shaitan,7.2,Bejoy Nambiar,
Shimotsuma monogatari,7.2,Tetsuya Nakashima,56.0
Kenny,7.2,Clayton Jacobson,
Hrútar,7.2,Grímur Hákonarson,82.0
La folie des grandeurs,7.2,Gérard Oury,
Moon to,7.2,Derek Tung-Sing Yee,
Into the Inferno,7.2,Werner Herzog,76.0
Powaqqatsi,7.2,Godfrey Reggio,57.0
Mystery Science Theater 3000: The Movie,7.2,Jim Mallon,65.0
Gui lai,7.2,Yimou Zhang,81.0
Irina Palm,7.2,Sam Garbarski,55.0
Petta,7.2,Karthik Subbaraj,
Tarzan and His Mate,7.2,"Cedric Gibbons, James C. McKay, Jack Conway",
25 km/h,7.2,Markus Goller,
Baekmanjangja-ui cheot-sarang,7.2,Tae-gyun Kim,
"Live Twice, Love Once",7.2,Maria Ripoll,
Buffet froid,7.2,Bertrand Blier,
Chico & Rita,7.2,"Tono Errando, Javier Mariscal, Fernando Trueba",76.0
Born Into Brothels: Calcutta's Red Light Kids,7.2,"Zana Briski, Ross Kauffman",78.0
Magical Girl,7.2,Carlos Vermut,
