Title,Average Rating,Director,Budget
Up in the Air,7.4,Jason Reitman,"$25,000,000 (estimated)"
Sully,7.4,Clint Eastwood,"$60,000,000 (estimated)"
Nosferatu - Phantom der Nacht,7.4,Werner Herzog,
Body Heat,7.4,Lawrence Kasdan,"$9,000,000 (estimated)"
Of Mice and Men,7.4,Gary Sinise,
The Land Before Time,7.4,Don Bluth,"$12,500,000 (estimated)"
[Rec],7.4,"Jaume Balagueró, Paco Plaza","€1,500,000 (estimated)"
BlackBerry,7.4,Matt Johnson,
War for the Planet of the Apes,7.4,Matt Reeves,"$150,000,000 (estimated)"
K-PAX,7.4,Iain Softley,"$68,000,000 (estimated)"
Beoning,7.4,Lee Chang-dong,
Sherlock Holmes: A Game of Shadows,7.4,Guy Ritchie,"$125,000,000 (estimated)"
The Painted Veil,7.4,John Curran,"$19,400,000 (estimated)"
Inside Llewyn Davis,7.4,"Ethan Coen, Joel Coen","$11,000,000 (estimated)"
High Fidelity,7.4,Stephen Frears,"$30,000,000 (estimated)"
Open Range,7.4,Kevin Costner,"$22,000,000 (estimated)"
The Duellists,7.4,Ridley Scott,"$900,000 (estimated)"
Garden Flower,7.4,Zach Braff,"$2,500,000 (estimated)"
La Belle Epoque,7.4,Nicolas Bedos,
Begin Again,7.4,John Carney,"$8,000,000 (estimated)"
Army of Darkness,7.4,Sam Raimi,"$11,000,000 (estimated)"
Elizabeth,7.4,Shekhar Kapur,"$30,000,000 (estimated)"
The Mission,7.4,Roland Joffé,"$24,500,000 (estimated)"
A Bridge Too Far,7.4,Richard Attenborough,"$27,000,000 (estimated)"
The Teachers' Lounge,7.4,Ilker Çatak,
The Way Way Back,7.4,"Nat Faxon, Jim Rash","$5,000,000 (estimated)"
Life as a House,7.4,Irwin Winkler,"$27,000,000 (estimated)"
Green Street,7.4,Lexi Alexander,
August Rush,7.4,Kirsten Sheridan,"$30,000,000 (estimated)"
Three Days of the Condor,7.4,Sydney Pollack,"$20,000,000 (estimated)"
Man on the Moon,7.4,Milos Forman,"$82,000,000 (estimated)"
Blow Out,7.4,Brian De Palma,"$18,000,000 (estimated)"
High Plains Drifter,7.4,Clint Eastwood,"$5,500,000 (estimated)"
Buffalo '66,7.4,Vincent Gallo,"$1,500,000 (estimated)"
Notes on a Scandal,7.4,Richard Eyre,"$15,000,000 (estimated)"
Frequency,7.4,Gregory Hoblit,"$31,000,000 (estimated)"
Howards,7.4,James Ivory,
Straw Dogs,7.4,Sam Peckinpah,"$3,251,794 (estimated)"
Thief,7.4,Michael Mann,"$5,500,000 (estimated)"
Dirty Rotten Scoundrels,7.4,Frank Oz,
Marathon Man,7.4,John Schlesinger,"$6,500,000 (estimated)"
Frances Ha,7.4,Noah Baumbach,
The Cider House Rules,7.4,Lasse Hallström,"$24,000,000 (estimated)"
Funny Girl,7.4,William Wyler,"$14,100,000 (estimated)"
True Grit,7.4,Henry Hathaway,
Onward,7.4,Dan Scanlon,"$175,000,000 (estimated)"
Durante La Tormenta,7.4,Oriol Paulo,
The Bucket List,7.4,Rob Reiner,"$45,000,000 (estimated)"
Welcome to the Dollhouse,7.4,Todd Solondz,"$800,000 (estimated)"
Eclipse Total,7.4,Taylor Hackford,
To Catch a Thief,7.4,Alfred Hitchcock,"$2,500,000 (estimated)"
"McFarland, USA",7.4,Niki Caro,"$17,000,000 (estimated)"
Reign Over Me,7.4,Mike Binder,"$20,000,000 (estimated)"
Five Easy Pieces,7.4,Bob Rafelson,"$1,600,000 (estimated)"
Die Blechtrommel,7.4,Volker Schlöndorff,
A Hidden Life,7.4,Terrence Malick,
Les Misérables,7.4,Bille August,
And Justice for All,7.4,Norman Jewison,"$6,000,000 (estimated)"
"Good Night, and Good Luck.",7.4,George Clooney,"$7,000,000 (estimated)"
El Orfanato,7.4,J.A. Bayona,"€3,400,000 (estimated)"
Dracula,7.4,"Tod Browning, Karl Freund","$355,000 (estimated)"
Following,7.4,Christopher Nolan,"$6,000 (estimated)"
The Natural,7.4,Barry Levinson,"$28,000,000 (estimated)"
Lean on Me,7.4,John G. Avildsen,"$10,000,000 (estimated)"
All the King's Men,7.4,Robert Rossen,"$2,000,000 (estimated)"
The Postman Always Rings Twice,7.4,Tay Garnett,"$1,683,000 (estimated)"
The China Syndrome,7.4,James Bridges,"$6,000,000 (estimated)"
Picnic at Hanging Rock,7.4,Peter Weir,"A$440,000 (estimated)"
Who Am I - Kein System Ist Sicher,7.4,Baran bo Odar,
A Dog's Journey,7.4,Gail Mancuso,"$16,000,000 (estimated)"
SLC Punk!,7.4,James Merendino,
C'mon C'mon,7.4,Mike Mills,"$8,300,000 (estimated)"
Anna and the King of Siam,7.4,Walter Lang,"$4,550,000 (estimated)"
Devil Dog's,7.4,Mark Rydell,"$6,000,000 (estimated)"
Black Dynamite,7.4,Scott Sanders,"$2,900,000 (estimated)"
Jesus Christ Superstar,7.4,Norman Jewison,
Greater,7.4,David L. Hunt,"$9,000,000 (estimated)"
The Party,7.4,Blake Edwards,"$2,900,000 (estimated)"
Lone Star,7.4,John Sayles,"$5,000,000 (estimated)"
Cross of Iron,7.4,Sam Peckinpah,"$6,000,000 (estimated)"
Anweshippin Kandethum,7.4,Darwin Kuriakose,
Felon,7.4,Ric Roman Waugh,"$2,900,000 (estimated)"
Judas and the Black Messiah,7.4,Shaka King,"$26,000,000 (estimated)"
The Sweet Hereafter,7.4,Atom Egoyan,"CA$5,000,000 (estimated)"
A Monster Calls,7.4,J.A. Bayona,"$43,000,000 (estimated)"
Akeelah and the Bee,7.4,Doug Atchison,"$8,000,000 (estimated)"
Bad Man,7.4,Martin Ritt,"$5,860,000 (estimated)"
Frenzy,7.4,Alfred Hitchcock,"$2,000,000 (estimated)"
The Haunting,7.4,Robert Wise,"$1,400,000 (estimated)"
The Man Who Knew Too Much,7.4,Alfred Hitchcock,"$2,500,000 (estimated)"
Koto No Ha No Niwa,7.4,Makoto Shinkai,
Mudbound,7.4,Dee Rees,
The Bad Seed,7.4,Mervyn LeRoy,"$1,000,000 (estimated)"
La caduta degli dei (Götterdämmerung),7.4,Luchino Visconti,"$2,000,000 (estimated)"
In the Bedroom,7.4,Todd Field,"$1,700,000 (estimated)"
Hoosiers,7.4,David Anspaugh,"$6,000,000 (estimated)"
20th Century Girl,7.4,Bang Woo-ri,
Straight Time,7.4,"Ulu Grosbard, Dustin Hoffman","$4,000,000 (estimated)"
Places in the Heart,7.4,Robert Benton,
Biutiful,7.4,Alejandro G. Iñárritu,
Maria Full of Grace,7.4,Joshua Marston,"$3,000,000 (estimated)"
2046,7.4,Kar-Wai Wong,"$12,000,000 (estimated)"
Calvary,7.4,John Michael McDonagh,
El espinazo del diablo,7.4,Guillermo del Toro,"$4,500,000 (estimated)"
An Affair to Remember,7.4,Leo McCarey,
Happening,7.4,Audrey Diwan,"€5,200,000 (estimated)"
Days of Being Wild,7.4,Kar-Wai Wong,
Adam's Rib,7.4,George Cukor,
Nowhere Special,7.4,Uberto Pasolini,
Waiting for Guffman,7.4,Christopher Guest,"$4,000,000 (estimated)"
The Swimmers,7.4,Sally El Hosaini,
Innocent Moves,7.4,Steven Zaillian,"$12,000,000 (estimated)"
The Tragedy of Macbeth,7.4,Roman Polanski,"$3,100,000 (estimated)"
Sri,7.4,Tushar Hiranandani,
A New Morning on Poppy Hill,7.4,Gorô Miyazaki,"$22,000,000 (estimated)"
La mala educación,7.4,Pedro Almodóvar,"$5,000,000 (estimated)"
In the Loop,7.4,Armando Iannucci,"£612,650 (estimated)"
Queen Margot,7.4,Patrice Chéreau,"DEM 42,000,000 (estimated)"
Gallipoli,7.4,Peter Weir,"A$2,600,000 (estimated)"
Vortex,7.4,Gaspar Noé,
The Greatest Game Ever Played,7.4,Bill Paxton,"$26,000,000 (estimated)"
C'est arrivé près de chez vous,7.4,"Rémy Belvaux, André Bonzel, Benoît Poelvoorde","BEF 1,000,000 (estimated)"
Bullets Over Broadway,7.4,Woody Allen,"$20,000,000 (estimated)"
Trumbo,7.4,Jay Roach,"$15,000,000 (estimated)"
Never Rarely Sometimes Always,7.4,Eliza Hittman,
Contempt,7.4,Jean-Luc Godard,"$900,000 (estimated)"
Pollyanna,7.4,David Swift,
Lo chiamavano Trinità...,7.4,Enzo Barboni,
American Splendor,7.4,"Shari Springer Berman, Robert Pulcini",
Ida,7.4,Pawel Pawlikowski,"$1,000,000 (estimated)"
Cry Freedom,7.4,Richard Attenborough,"$29,000,000 (estimated)"
Fort Apache,7.4,John Ford,"$2,500,000 (estimated)"
If....,7.4,Lindsay Anderson,
Blindspotting,7.4,Carlos López Estrada,
Sayonara no asa ni yakusoku no hana o kazarô,7.4,"Masakazu Hashimoto, Jong Heo, Tadashi Hiramatsu",
Journal 64,7.4,Christoffer Boe,"DKK 39,000,000 (estimated)"
Love & Mercy,7.4,Bill Pohlad,"$10,000,000 (estimated)"
Another Year,7.4,Mike Leigh,"$8,000,000 (estimated)"
Napola - Elite für den Führer,7.4,Dennis Gansel,
Kho Gaye Hum Kahan,7.4,Arjun Varain Singh,
Challenge,7.4,Woo-Ping Yuen,
Petite Maman,7.4,Céline Sciamma,"€2,800,000 (estimated)"
Ryan's Daughter,7.4,David Lean,"$15,000,000 (estimated)"
Pierrot Le Fou,7.4,Jean-Luc Godard,"$300,000 (estimated)"
Bring Me the Head of Alfredo Garcia,7.4,Sam Peckinpah,"$1,500,000 (estimated)"
Le professionnel,7.4,Georges Lautner,"FRF 20,000,000 (estimated)"
The Black Stallion,7.4,Carroll Ballard,"$2,700,000 (estimated)"
Noises Off...,7.4,Peter Bogdanovich,"$12,000,000 (estimated)"
Targets,7.4,Peter Bogdanovich,"$130,000 (estimated)"
We're No Angels,7.4,Michael Curtiz,"$1,685,000 (estimated)"
Immortal Beloved,7.4,Bernard Rose,
Tesis,7.4,Alejandro Amenábar,"€721,214 (estimated)"
Ying hung boon sik,7.4,John Woo,
Saul fia,7.4,László Nemes,"€1,500,000 (estimated)"
The Diary of Anne Frank,7.4,George Stevens,"$3,800,000 (estimated)"
Transamerica,7.4,Duncan Tucker,"$1,000,000 (estimated)"
Yellow Submarine,7.4,George Dunning,"£250,000 (estimated)"
The Silent Partner,7.4,"Daryl Duke, Curtis Hanson","CA$2,500,000 (estimated)"
Rabbit-Proof Fence,7.4,Phillip Noyce,"$6,000,000 (estimated)"
And Then There Were None,7.4,René Clair,
Saving Face,7.4,Alice Wu,
Suburra,7.4,Stefano Sollima,"€7,000,000 (estimated)"
Der amerikanische Freund,7.4,Wim Wenders,"DEM 3,000,000 (estimated)"
The Goodbye Girl,7.4,Herbert Ross,
Pillow Talk,7.4,Michael Gordon,
Radio Days,7.4,Woody Allen,"$16,000,000 (estimated)"
Rurôni Kenshin: Meiji kenkaku roman tan,7.4,Keishi Otomo,
Salvador,7.4,Oliver Stone,"$4,500,000 (estimated)"
Anne of the Thousand Days,7.4,Charles Jarrott,
Island of Lost Souls,7.4,Erle C. Kenton,"$300,000 (estimated)"
Everything Is Illuminated,7.4,Liev Schreiber,"$7,000,000 (estimated)"
No Mercy,7.4,Kim Hyeong-joon,
Holding the Man,7.4,Neil Armfield,
Stranger Than Paradise,7.4,Jim Jarmusch,"$90,000 (estimated)"
Persian Lessons,7.4,Vadim Perelman,"€4,000,000 (estimated)"
Mikey and Nicky,7.3,Elaine May,"$4,300,000 (estimated)"
Lost Illusions,7.4,Xavier Giannoli,"€18,700,000 (estimated)"
Amazing Grace,7.4,Michael Apted,
Tyson,7.4,James Toback,
Black Clover: Sword of the Wizard King,7.4,Ayataka Tanemura,
Queen of Katwe,7.4,Mira Nair,"$15,000,000 (estimated)"
Monica O My Darling,7.4,Vasan Bala,"₹100,000,000 (estimated)"
Nóz w wodzie,7.4,Roman Polanski,
Kabhi Khushi Kabhie Gham...,7.4,Karan Johar,"$7,500,000 (estimated)"
Foreign Correspondent,7.4,Alfred Hitchcock,"$1,500,000 (estimated)"
The Good Lie,7.4,Philippe Falardeau,"$20,000,000 (estimated)"
Compulsion,7.4,Richard Fleischer,
The Thief of Bagdad,7.4,"Ludwig Berger, Michael Powell, Tim Whelan",
Full Time,7.4,Eric Gravel,
The Wrong Man,7.4,Alfred Hitchcock,"$1,200,000 (estimated)"
Smoke,7.4,Wayne Wang,"$7,000,000 (estimated)"
The Secret of Roan Inish,7.4,John Sayles,"$3,000,000 (estimated)"
Tomboy,7.4,Céline Sciamma,"€1,000,000 (estimated)"
Night of the Demon,7.4,Jacques Tourneur,
Fantastic Fungi,7.4,Louie Schwartzberg,
Vampyr,7.4,Carl Theodor Dreyer,
The Friends of Eddie Coyle,7.4,Peter Yates,"$3,000,000 (estimated)"
Out of Russia,7.4,Percy Adlon,
The Rider,7.4,Chloé Zhao,
The Trip to Bountiful,7.4,Peter Masterson,
An Inconvenient Truth,7.4,Davis Guggenheim,"$1,500,000 (estimated)"
The Hound of the Baskervilles,7.4,Sidney Lanfield,
Guns in the Afternoon,7.4,Sam Peckinpah,"$813,000 (estimated)"
Zatôichi,7.4,Takeshi Kitano,
Sergeant Rutledge,7.4,John Ford,
After the Storm,7.4,Hirokazu Koreeda,
Aquarius,7.4,Kleber Mendonça Filho,"R$2,500,000 (estimated)"
Dragon Ball Z: Moetsukiro!! Nessen Ressen Chô-Gekisen,7.4,Shigeyasu Yamauchi,
Blackboard Jungle,7.4,Richard Brooks,"$1,168,000 (estimated)"
Hjartasteinn,7.4,Guðmundur Arnar Guðmundsson,
Giulietta degli spiriti,7.4,Federico Fellini,
Mario,7.4,Marcel Gisler,
Prince of the City,7.4,Sidney Lumet,"$8,600,000 (estimated)"
What Will People Say,7.4,Iram Haq,
A Little Romance,7.4,George Roy Hill,"$3,000,000 (estimated)"
Ghost in the Shell 2: Innocence,7.4,"Mamoru Oshii, Naoko Kusumi, Mizuho Nishikubo","¥2,000,000,000 (estimated)"
Tamasha,7.4,Imtiaz Ali,
Life Is Sweet,7.4,Mike Leigh,
Two for the Road,7.4,Stanley Donen,"$4,000,000 (estimated)"
84 Charing Cross Road,7.4,David Hugh Jones,
This Film Is Not Yet Rated,7.4,Kirby Dick,
Conte d'automne,7.4,Éric Rohmer,
Black Orpheus,7.4,Marcel Camus,
The Band Wagon,7.4,Vincente Minnelli,"$2,169,120 (estimated)"
Mortal Kombat Legends: Scorpions Revenge,7.4,Ethan Spaulding,
Pride and Prejudice,7.4,Robert Z. Leonard,
Separate Tables,7.4,Delbert Mann,
Tillsammans,7.4,Lukas Moodysson,"SEK 17,000,000 (estimated)"
Snow Cake,7.4,Marc Evans,"€3,000,000 (estimated)"
Raid,7.4,Raj Kumar Gupta,
Faces,7.4,John Cassavetes,"$275,000 (estimated)"
American Factory,7.4,"Steven Bognar, Julia Reichert",
Kiss of Death,7.4,Henry Hathaway,"$1,520,000 (estimated)"
Mediterraneo,7.4,Gabriele Salvatores,
Masculin féminin,7.4,Jean-Luc Godard,
The Enemy Below,7.4,Dick Powell,"$1,910,000 (estimated)"
A Taste of Honey,7.4,Tony Richardson,"£121,602 (estimated)"
Little Manhattan,7.4,Mark Levin,
Il deserto rosso,7.4,Michelangelo Antonioni,
Dear Zindagi,7.4,Gauri Shinde,
Jezebel,7.4,William Wyler,"$1,250,000 (estimated)"
Restrepo,7.4,"Tim Hetherington, Sebastian Junger",
The Years of Plenty Are Numbered,7.4,Hans Weingartner,
My Life Without Me,7.4,Isabel Coixet,"€2,000,000 (estimated)"
Master,7.4,Lokesh Kanagaraj,"₹1,350,000,000 (estimated)"
Broadway Danny Rose,7.4,Woody Allen,"$8,000,000 (estimated)"
Rurouni Kenshin: Final Chapter Part II - The Beginning,7.4,Keishi Otomo,
Lola,7.4,Jacques Demy,
I Killed My Mother,7.4,Xavier Dolan,"CA$800,000 (estimated)"
L'ennemi public n°1,7.4,Jean-François Richet,"€21,166,000 (estimated)"
Suzhou he,7.4,Ye Lou,
No,7.4,Pablo Larraín,
Hangmen also Die!,7.4,Fritz Lang,"$850,000 (estimated)"
Bad ma ra khahad bord,7.4,Abbas Kiarostami,
The Man Who Never Was,7.4,Ronald Neame,
Lawn Dogs,7.4,John Duigan,"$8,000,000 (estimated)"
Macbeth,7.4,Orson Welles,"$900,000 (estimated)"
Black Victory,7.4,Edmund Goulding,
L'illusionniste,7.4,Sylvain Chomet,"$17,000,000 (estimated)"
Criss Cross,7.4,Robert Siodmak,
Domicile Conjugal,7.4,François Truffaut,
Mong-ta-joo,7.4,Jeong Geun-seop,
Danton,7.4,Andrzej Wajda,
Hors normes,7.4,"Olivier Nakache, Éric Toledano",
Marriage Italian Style,7.4,Vittorio De Sica,
The Dam Busters,7.4,Michael Anderson,
A Death in the Gunj,7.4,Konkona Sen Sharma,
North Face,7.4,Philipp Stölzl,
Still Life,7.4,Uberto Pasolini,
Us and Them,7.4,Rene Liu,
Battleground,7.4,William A. Wellman,"$1,631,000 (estimated)"
Life in a Metro,7.4,Anurag Basu,
Rudderless,7.4,William H. Macy,"$5,000,000 (estimated)"
La resa dei conti,7.4,Sergio Sollima,
What Maisie Knew,7.4,"Scott McGehee, David Siegel","$6,000,000 (estimated)"
The Window,7.4,Ted Tetzlaff,"$210,000 (estimated)"
Odds Against Tomorrow,7.4,Robert Wise,
Gruppo di famiglia in un interno,7.4,Luchino Visconti,
Le clan des Siciliens,7.4,Henri Verneuil,
"Horzhí, má panenko",7.4,Milos Forman,"$65,000 (estimated)"
120 battements par minute,7.4,Robin Campillo,"€5,383,899 (estimated)"
Rosetta,7.4,"Jean-Pierre Dardenne, Luc Dardenne",
Neco z Alenky,7.4,Jan Svankmajer,
'Round Midnight,7.4,Bertrand Tavernier,"$3,000,000 (estimated)"
My Name Is Joe,7.4,Ken Loach,
The Strange Love of Martha Ivers,7.4,Lewis Milestone,
También la lluvia,7.4,Icíar Bollaín,
Taylor Swift: Miss Americana,7.4,Lana Wilson,
Four Days in September,7.4,Bruno Barreto,
Malikappuram,7.4,Vishnu Sasi Shankar,
Tirez sur le pianiste,7.4,François Truffaut,"FRF 890,063 (estimated)"
L'argent,7.4,Robert Bresson,
The Unknown Woman,7.4,Giuseppe Tornatore,"€8,000,000 (estimated)"
Cani arrabbiati,7.4,Mario Bava,
Les aventures de Rabbi Jacob,7.4,Gérard Oury,"FRF 18,000,000 (estimated)"
Au revoir là-haut,7.4,Albert Dupontel,"€19,750,000 (estimated)"
Maaveeran,7.4,Madonne Ashwin,
A.R.O.G,7.4,"Ali Taner Baltaci, Cem Yilmaz","$8,500,000 (estimated)"
Lola,7.4,Rainer Werner Fassbinder,"DEM 3,500,000 (estimated)"
Av Mevsimi,7.4,Yavuz Turgul,"$4,000,000 (estimated)"
Tristana,7.4,Luis Buñuel,
Call Northside 777,7.4,Henry Hathaway,
Trust,7.4,Hal Hartley,"$700,000 (estimated)"
Brestskaya Krepost,7.4,Aleksandr Kott,
Sweet Sixteen,7.4,Ken Loach,
This Gun for Hire,7.4,Frank Tuttle,"$500,000 (estimated)"
Samâ uôzu,7.4,Mamoru Hosoda,
King of Devil's Island,7.4,Marius Holst,"NOK 54,000,000 (estimated)"
Khuda Haafiz: Chapter 2 - Agni Pariksha,7.4,Faruk Kabir,
Et maintenant on va où?,7.4,Nadine Labaki,"$6,700,000 (estimated)"
Twenty Feet from Stardom,7.4,Morgan Neville,"$1,000,000 (estimated)"
Paradise Now,7.4,Hany Abu-Assad,"$2,000,000 (estimated)"
Blast of Silence,7.4,Allen Baron,"$65,000 (estimated)"
Sonne und Beton,7.4,David Wnendt,
An Angel at My Table,7.4,Jane Campion,
The Volcano: Rescue from Whakaari,7.4,Rory Kennedy,
Regular Show: The Movie,7.4,J.G. Quintel,"$3,000,000 (estimated)"
Amar Akbar Anthony,7.4,Manmohan Desai,
Welad Rizq,7.4,Tarek Alarian,"EGP 25,000,000 (estimated)"
A Chinese Ghost Story,7.4,Siu-Tung Ching,"$5,600,000 (estimated)"
12 and Holding,7.4,Michael Cuesta,"$400,000 (estimated)"
An,7.4,Naomi Kawase,"¥234,000,000 (estimated)"
Rocks,7.4,Sarah Gavron,
They Live by Night,7.4,Nicholas Ray,"$808,397 (estimated)"
French Fried Vacation 2,7.4,Patrice Leconte,
The Last Hangman,7.4,Adrian Shergold,
Jesus Camp,7.4,"Heidi Ewing, Rachel Grady",
Khakee,7.4,Rajkumar Santoshi,
Taste of Fear,7.4,Seth Holt,
Bigger Than Life,7.4,Nicholas Ray,"$1,000,000 (estimated)"
Green for Danger,7.4,Sidney Gilliat,"£202,400 (estimated)"
13B: Fear Has a New Address,7.4,Vikram K. Kumar,
Senso,7.4,Luchino Visconti,"ITL 700,000,000 (estimated)"
Kona fer í stríð,7.4,Benedikt Erlingsson,"€2,500,000 (estimated)"
Heidi,7.4,Alain Gsponer,"$8,800,000 (estimated)"
Selena Gomez: My Mind & Me,7.4,Alek Keshishian,
Design for Living,7.4,Ernst Lubitsch,
La Noire De...,7.4,Ousmane Sembene,
Stella Dallas,7.4,King Vidor,
I'm Not Scared,7.4,Gabriele Salvatores,
The Kid with a Bike,7.4,"Jean-Pierre Dardenne, Luc Dardenne",
Kaminey,7.4,Vishal Bhardwaj,
The Cruel Sea,7.4,Charles Frend,
Rangeela,7.4,Ram Gopal Varma,
Cave of Forgotten Dreams,7.4,Werner Herzog,
Te doy mis ojos,7.4,Icíar Bollaín,
Doctor,7.4,Nelson Dilipkumar,
The Gay Divorcee,7.4,Mark Sandrich,"$520,000 (estimated)"
Badlapur,7.4,Sriram Raghavan,"₹250,000,000 (estimated)"
The Major and the Minor,7.4,Billy Wilder,"$928,000 (estimated)"
Antonia,7.4,Marleen Gorris,"£1,500,000 (estimated)"
High Hopes,7.4,Mike Leigh,"£1,800,000 (estimated)"
Bharat Ane Nenu,7.4,Koratala Siva,
Kesari,7.4,Anurag Singh,"₹1,200,000,000 (estimated)"
Miyamoto Musashi,7.4,Hiroshi Inagaki,
Les choses de la vie,7.4,Claude Sautet,
I,7.4,S. Shankar,"$12,500,000 (estimated)"
Awarapan,7.4,Mohit Suri,
Animal Crackers,7.4,Victor Heerman,
"Distant Voices, Still Lives",7.4,Terence Davies,
Léolo,7.4,Jean-Claude Lauzon,
La graine et le mulet,7.4,Abdellatif Kechiche,
The Importance of Being Earnest,7.4,Anthony Asquith,
Fresa y chocolate,7.4,"Tomás Gutiérrez Alea, Juan Carlos Tabío",
"20,000 Days on Earth",7.4,"Iain Forsyth, Jane Pollard",
Du levande,7.4,Roy Andersson,
No Way Out,7.4,Joseph L. Mankiewicz,
Act of Violence,7.4,Fred Zinnemann,"$1,290,000 (estimated)"
Dasvi,7.4,Tushar Jalota,"₹280,000,000 (estimated)"
The Secret Life of Words,7.4,Isabel Coixet,"$5,000,000 (estimated)"
Toto the Hero,7.4,Jaco Van Dormael,
Ne Zha,7.4,Yu Yang,
Schumacher,7.4,"Hanns-Bruno Kammertöns, Vanessa Nöcker, Michael Wech",
The Four Feathers,7.4,Zoltan Korda,
O Lobo Atrás da Porta,7.4,Fernando Coimbra,"R$1,200,000 (estimated)"
Le jouet,7.4,Francis Veber,
7 Men from Now,7.4,Budd Boetticher,
Temper,7.4,Puri Jagannadh,"₹350,000,000 (estimated)"
Capitalism: A Love Story,7.4,Michael Moore,"$20,000,000 (estimated)"
Snoopy Come Home,7.4,Bill Melendez,"$1,000,000 (estimated)"
L'homme qui aimait les femmes,7.4,François Truffaut,
Yellow Sky,7.4,William A. Wellman,
Lootera,7.4,Vikramaditya Motwane,
Organize Isler,7.4,Yilmaz Erdogan,
Ariel,7.4,Aki Kaurismäki,
Downfall: The Case Against Boeing,7.4,Rory Kennedy,
Trollflöjten,7.4,Ingmar Bergman,"$650,000 (estimated)"
Kiseki,7.4,Hirokazu Koreeda,
Vaioretto evâgâden gaiden: Eien to jidô shuki ningyô,7.4,Haruka Fujita,
Hum Dil De Chuke Sanam,7.4,Sanjay Leela Bhansali,"₹60,000,000 (estimated)"
Matando Cabos,7.4,Alejandro Lozano,"MX$25,000,000 (estimated)"
Le journal d'une femme de chambre,7.4,Luis Buñuel,
Der Krieger und die Kaiserin,7.4,Tom Tykwer,
The Informer,7.4,John Ford,"$243,000 (estimated)"
Divines,7.4,Houda Benyamina,"€2,440,000 (estimated)"
Shall We Dance,7.4,Mark Sandrich,"$991,000 (estimated)"
The River,7.4,Jean Renoir,
Kaybedenler Kulübü,7.4,Tolga Örnek,
Takva,7.4,Özer Kiziltan,
The Child,7.4,"Jean-Pierre Dardenne, Luc Dardenne","€3,600,000 (estimated)"
The Hunting Ground,7.4,Kirby Dick,
De Palma,7.4,"Noah Baumbach, Jake Paltrow",
Dorogie tovarishchi,7.4,Andrey Konchalovskiy,
Doragon Bôru Zetto Ryû-Ken Bakuhatsu!! Gokû ga Yaraneba Dare ga Yaru,7.4,Mitsuo Hashimoto,
Politiki kouzina,7.4,Tassos Boulmetis,
Baghban,7.4,Ravi Chopra,
In My Father's Den,7.4,Brad McGann,"NZ$7,000,000 (estimated)"
Trigun: Badlands Rumble,7.4,Satoshi Nishimura,
A Town Called Panic,7.4,"Stéphane Aubier, Vincent Patar",
Waiting for 'Superman',7.4,Davis Guggenheim,
"Electric Boogaloo: The Wild, Untold Story of Cannon Films",7.4,Mark Hartley,
Kizzu ritân,7.4,Takeshi Kitano,
De fem benspænd,7.4,"Jørgen Leth, Lars von Trier",
Mibu gishi den,7.4,Yôjirô Takita,"$4,000,000 (estimated)"
The Dark Horse,7.4,James Napier Robertson,"NZ$3,500,000 (estimated)"
Dah,7.4,Abbas Kiarostami,
Twin Sisters,7.4,Ben Sombogaart,
That Sugar Film,7.4,Damon Gameau,
Dayereh,7.4,Jafar Panahi,"$10,000 (estimated)"
Once Upon a Time in Mumbaai,7.4,Milan Luthria,
An Honest Liar,7.4,"Tyler Measom, Justin Weinstein",
Virgin Mountain,7.4,Dagur Kári,
Das schweigende Klassenzimmer,7.4,Lars Kraume,
East/West,7.4,Régis Wargnier,"$11,500,000 (estimated)"
Attack,7.4,Robert Aldrich,"$750,000 (estimated)"
Peepli [Live],7.4,"Anusha Rizvi, Mahmood Farooqui",
